	log2FC	FDR
YJL078C	0.117163258	0.669526188
YLR413W	0.265076836	0.015073435
YDL131W	0.088598036	0.599415921
YNL014W	0.136869991	0.580062282
YGR201C	0.170989632	0.256519672
YOR378W	-0.261241987	0.354403205
YFR017C	0.113085757	0.458603912
YHR173C	0.031863174	0.944276933
YDL096C	-0.337911663	0.91421918
YGR046W	-0.021817975	0.883636314
YHL050C	0.464835175	0.464752786
YDL220C	-0.371040643	0.048128262
YLR438W	0.358477488	0.013942239
YCL007C	-0.000894291	0.998881445
YGR075C	0.036145992	0.866849844
YCL054W-A	0.379102242	0.866808221
YLL055W	0.188336593	0.140522438
YOR070C	-0.10119521	0.524650534
YGR185C	-0.121279193	0.323746673
YNL094W	-0.160585028	0.186969087
YOR334W	-0.250876854	0.234504438
YHR028W-A	-0.508863766	0.725333254
tE(UUC)C	2.103967859	
YBR296C	-0.061747173	0.763681161
YNL167C	-0.265666835	0.027201115
YDR363W	-0.122694459	0.378410609
YMR084W	-0.564115742	0.223428372
YKR017C	0.030581197	0.845222236
YBR085C-A	0.017528263	0.958335214
YNL320W	-0.159148489	0.394834777
YBL068W	-0.100792041	0.552972714
YER111C	-0.037061379	0.866808221
YMR065W	0.041907179	0.821965211
YCR083W	0.125257864	0.587372641
YJL217W	0.299714773	0.007272233
YER076C	-0.151689988	0.44087021
YJL077W-A		
YOR278W	0.060880685	0.729968894
tS(AGA)G	0.099028956	
YGR038C-B	0.820362139	
YGR288W	0.216730634	0.143353611
YNL302C	0.088579012	0.788072527
YMR172C-A	-0.034231372	0.958552687
YNL231C	0.11361767	0.327404279
YIL177C		
YLR240W	-0.127876795	0.277203849
YJL213W	0.796268602	1.98e-11
YPL066W	-0.196980232	0.070379404
YOR111W	0.092218029	0.627328659
YGR044C	0.070984135	0.709086862
YOR314W-A	0.258695298	0.886541758
YHR102W	-0.030836019	0.88299957
YGR228W	0.008659331	0.989634308
YKL189W	-0.0304622	0.888582694
YLR141W	0.092179049	0.712429947
YKL077W	0.069564725	0.605161656
YLR264W	-0.164934403	0.609610324
YDR510C-A	0.053432618	0.893718509
YJL192C	0.045923047	0.813519728
YJL170C	0.774912428	0.009048282
YHL040C	0.015624653	0.943083059
snR83	-0.093634451	0.798127494
YBL004W	0.144169447	0.089034385
YJL066C	-0.03916945	0.886701469
tI(AAU)E2	0.839734524	
YIL127C	0.110516537	0.609610324
YNL293W	-0.181608484	0.14964232
YPL025C	-1.003343657	0.256519672
YDL025C	-0.086182656	0.616208291
tG(GCC)G1	1.219162036	0.58685095
RDN5-1	0.565772858	0.626814222
YGL028C	-0.09207492	0.44087021
YLL067C	-0.622310381	
YDR246W-A	0.077631192	0.883949132
YBL015W	-0.991383197	2.23e-44
YDR034C	0.078191165	0.651065812
YGR268C	0.00848726	0.980192657
YOR275C	-0.055785953	0.682414535
YMR253C	0.396843823	0.000122026
YHL026C	-0.313151087	0.16433988
YDR316W	0.085144674	0.57133603
YMR140W	-0.168029948	0.336054544
YHR004C	-0.106969772	0.388430509
YJR022W	0.833385752	0.740703262
YGR276C	0.187358581	0.060725783
YLR254C	0.313634653	0.023763982
YLR316C	-0.011688091	0.964885436
tI(UAU)L	-0.22914936	
YAL005C	0.015485796	0.951537961
YIL146C	0.008503531	0.978376926
YPR022C	-0.193911683	0.077289167
YFR006W	0.052184065	0.685844986
YNL157W	0.064205294	0.803312719
YMR292W	0.017192402	0.942856068
YDR138W	-0.038904093	0.853914934
YGR102C	0.029435264	0.891809884
YDR136C	0.036343532	0.959233164
YDL174C	0.469872648	1.8e-08
YOR325W	-0.266931045	0.790042273
YDR520C	-0.054368733	0.818621813
YHR017W	-0.018098706	0.920421041
YFR021W	-0.23518278	0.14964232
YHR091C	-0.238896326	0.131343385
YDR168W	0.104998773	0.498820905
YNL251C	-0.190209244	0.455743941
YJL128C	-0.224743524	0.091081802
YPL161C	0.031182417	0.847615732
tQ(CUG)M	-0.622310381	
YNL194C	0.107381381	0.607388324
YOR287C	0.049800574	0.814725677
YJL182C	-0.399952571	
YKR085C	0.112854357	0.608727371
YDR063W	0.089399679	0.719487362
YDL147W	0.085472764	0.664150092
YML009W-B		
YNL129W	0.057659889	0.793405833
YGL170C	0.380206816	0.16412255
YJR151C	0.273627708	0.233073523
snR72	0.354491158	0.643873423
YKL057C	0.011758391	0.944933063
YGR189C	-0.161043291	0.065586711
YGL070C	0.07229145	0.782082
YOR147W	-0.220413916	0.020468952
YOR150W	0.103294209	0.684743856
YKL166C	-0.004154826	0.984477947
YKR086W	-0.103166643	0.436669971
tH(GUG)M	3.563678352	0.044951068
YKL112W	-0.275967741	0.002597829
YBR063C	0.144631062	0.407079471
YKL203C	0.004102809	0.982948382
YER088C	-0.238779844	0.017418752
YLR136C	0.795066787	2.2e-09
YMR266W	-0.099770694	0.348442652
YOL013C	-0.091083098	0.468007784
YCR018C-A	-0.596488932	0.359021948
YKL106C-A	-0.374224677	
YLR445W	0.200571844	0.76950454
YLR258W	-0.100694086	0.465545081
YJL176C	-0.017046998	0.920421041
YKR060W	-0.09802803	0.651065812
YLR466C-B	-0.351364991	0.837818855
YNL001W	0.082103329	0.534275842
YPL133C	-0.167148958	0.126362374
YGL063W	-0.115901712	0.73362227
YMR176W	-0.035161598	0.808403088
YOR254C	-0.041433894	0.739257409
YBR263W	-0.06135647	0.609610324
