	log2FC	FDR
YDR258C	-0.098495982	0.513534184
YPR158C-D	0.151153482	0.818775653
YMR241W	-0.161055044	0.127661863
YDR144C	-0.095014505	0.684508634
YFR027W	-0.263589756	0.387354049
YIL091C	-0.003689196	0.984477947
YER082C	0.098404717	0.401667939
YHL018W	-0.163070772	0.732914046
YGR128C	0.042722732	0.801639773
YIR020C		
YNL079C	0.134879041	0.795680041
YBR230W-A	0.018293321	0.961551089
YHR025W	0.033648949	0.887738979
YNR041C	-0.339656839	0.03612374
YMR261C	-0.20804461	0.030899523
YCR013C	0.010085888	0.983690514
YER135C	0.469897701	0.294009572
YEL024W	-0.224144167	0.063803485
tI(AAU)N1	1.791738284	
YDR263C	0.152772439	0.560963484
YGR191W	-0.041871559	0.784648763
YCL068C		
YJL176C	-0.017046998	0.920421041
YHL025W	-0.000866816	0.997158951
YCL042W	-0.319297278	0.728635015
YIL103W	0.151648905	0.112809712
YPL167C	0.04130087	0.778268322
YIL047C-A	0.243186018	0.684743856
YGR016W	-0.025231617	0.942152334
YGR116W	0.012983736	0.914223694
YGL121C	0.107493214	0.627328659
YPR161C	-0.185768588	0.07133811
YHR192W	0.141500066	0.247755966
YCR069W	0.009437423	0.961690723
YNL153C	0.030501761	0.902689415
YAL030W	-0.078053671	0.754828534
YGR012W	-0.124852096	0.475529444
YBL071W-A	0.187384705	0.530663504
YLR305C	-0.047510299	0.736121091
YGR133W	0.10349715	0.639313796
YDL236W	-0.100934877	0.476498876
YLR156W		
YDL041W	-0.050201609	0.985726201
YGL116W	-0.055954685	0.782114331
YGL161C	-0.013897102	0.937943515
YCL019W	0.820362139	
YGR034W	0.073112552	0.840664233
YDL132W	0.093023234	0.331122651
YCR018C	0.253956424	0.048698678
YPL165C	-0.023485557	0.904430661
YGL134W	0.061472566	0.769926036
YJL210W	-0.025797994	0.907158668
YIL039W	-0.059023997	0.687966103
YCL027W	-0.055491572	0.848224655
YPL151C	0.060363197	0.78512545
YGL199C	-0.574867637	0.812873943
YLR010C	0.364969323	0.020950921
YER148W	0.069540347	0.743558828
YNL075W	0.063516388	0.70021279
YLR281C	0.398519945	0.28143246
YBR192W	0.043935969	0.788371739
YER032W	-0.131150989	0.605161656
YLR121C	-0.390929169	0.002507207
YDL091C	0.127886523	0.28143246
YML007C-A	-0.100471584	0.905923108
YDR104C	-0.151970049	0.292019497
YCL044C	-0.327770323	0.230784127
YHR015W	-0.382266485	0.005769751
YHR104W	-0.030405101	0.882135299
YOR351C	0.077205789	0.886704034
YIL009W	-0.011957252	0.959233164
YFL021W	-0.369227502	0.129669034
YIL078W	-0.000451305	0.997778227
YBL008W-A	0.7690215	
YGL164C	0.09905308	0.522018003
YOR215C	0.070985559	0.846767284
YMR226C	0.069037647	0.733324187
YOL163W	0.053949419	0.907545399
YMR110C	0.075252016	0.595707503
YKL126W	-0.073355962	0.478297685
YDL159W-A	0.820362139	
YBR091C	0.159950411	0.425163059
YPR022C	-0.193911683	0.077289167
YNR063W	-0.262793419	0.186969087
YMR177W	-0.098698317	0.715576291
YGR156W	-0.18771838	0.56377506
YPL069C	0.127467594	0.446547573
YER136W	0.033831886	0.808572827
YPR176C	0.021469243	0.912442519
YLR157C-B	0.52251978	
YER142C	0.130537194	0.322541246
YOR067C	-0.228795915	0.077683619
tL(CAA)G3	1.503818109	
YPL162C	-0.042874958	0.834123635
YGR013W	-0.077625678	0.587885242
YHR187W	0.052680875	0.78142428
tF(GAA)B	1.801574109	
YDL042C	-0.145568768	0.411324621
YGR038C-A		
YOL125W	-0.054919569	0.788268475
YPR042C	-0.301887855	0.015232604
YBL071C	0.271034963	0.262183038
YKL077W	0.069564725	0.605161656
YJL041W	-0.030406204	0.860938865
YIL094C	0.183846123	0.0390587
tG(GCC)F1	0.820362139	
YGR171C	-0.176168862	0.155899076
YOR225W	-0.695064553	0.044528333
YGL065C	-0.032613661	0.87938645
YNR075C-A	-0.171822345	0.873608566
tG(UCC)O		
YGR030C	0.098260423	0.684743856
YGL107C	-0.026087271	0.859746852
YNL110C	0.144787712	0.599217635
YKR069W	-0.173854493	0.37881286
